referral_lead_id,referring_partner_id,customer_id,country,service_type,industry,referred_at,matched_at,booked_at,resolved_at,referral_status,deal_size_estimate,urgency
RL00263,R002,,DK,bookkeeping,tech,2024-06-05,,,,pending,21607,medium
RL00264,R003,,DK,audit,professional_services,2024-06-04,2024-06-07,,,negotiating,30903,medium
RL00265,R003,C00354,DK,accounting,hospitality,2024-06-13,2024-06-15,2024-06-23,2024-07-16,booked,14691,medium
RL00266,R002,C00284,DK,audit,retail,2024-06-26,2024-06-29,2024-07-09,2024-08-01,booked,6411,low
RL00267,R003,,DK,payroll,tech,2024-06-09,2024-06-12,,2024-06-17,lost,7129,medium
RL00268,R004,,DK,audit,hospitality,2024-06-17,2024-06-19,,2024-06-26,lost,3439,low
RL00269,R004,,DK,bookkeeping,retail,2024-06-18,2024-06-21,,,negotiating,3244,medium
RL00270,R004,C00611,DK,audit,professional_services,2024-06-20,2024-06-23,2024-06-30,2024-07-08,booked,7085,high
RL00271,R004,C00523,DK,accounting,hospitality,2024-07-13,2024-07-16,2024-07-19,2024-08-03,booked,44859,medium
RL00272,R003,C00106,DK,accounting,retail,2024-07-17,2024-07-19,2024-07-26,2024-08-04,booked,38936,medium
RL00273,R004,,DK,audit,professional_services,2024-07-24,2024-07-25,,2024-08-02,lost,32092,medium
RL00274,R003,,DK,accounting,other,2024-07-19,2024-07-20,,2024-07-29,lost,19784,medium
RL00275,R004,,DK,audit,retail,2024-07-01,2024-07-03,,,matching,37314,medium
RL00276,R003,C00201,DK,tax_advisory,tech,2024-07-24,2024-07-25,2024-08-04,2024-08-29,booked,7161,low
RL00277,R001,C00363,DK,payroll,hospitality,2024-07-06,2024-07-08,2024-07-12,2024-08-03,booked,24700,medium
RL00278,R004,,DK,audit,hospitality,2024-07-03,2024-07-04,,,matching,27640,medium
RL00279,R001,C00010,DK,tax_advisory,retail,2024-07-27,2024-07-30,2024-08-03,2024-08-09,booked,20350,medium
RL00280,R002,,DK,accounting,retail,2024-07-22,2024-07-25,,,negotiating,34784,medium
RL00281,R003,,DK,audit,hospitality,2024-07-20,2024-07-21,,,matching,40768,medium
RL00282,R003,C00401,DK,payroll,hospitality,2024-07-20,2024-07-21,2024-07-29,2024-08-11,booked,24706,low
RL00283,R004,,DK,audit,tech,2024-07-23,2024-07-24,,,negotiating,33800,medium
RL00284,R002,C00143,DK,bookkeeping,other,2024-07-07,2024-07-08,2024-07-10,2024-07-15,booked,40896,medium
RL00285,R004,C00380,DK,tax_advisory,other,2024-07-04,2024-07-07,2024-07-12,2024-07-22,booked,20547,medium
RL00286,R002,C00614,DK,payroll,professional_services,2024-08-02,2024-08-04,2024-08-08,2024-08-26,booked,14031,medium
RL00287,R002,,DK,accounting,tech,2024-08-23,2024-08-26,,2024-09-09,lost,32878,high
RL00288,R004,C00226,DK,payroll,hospitality,2024-08-19,2024-08-20,2024-08-29,2024-09-19,booked,28616,medium
RL00289,R002,,DK,bookkeeping,retail,2024-08-17,2024-08-20,,,negotiating,32468,medium
RL00290,R004,,DK,tax_advisory,other,2024-08-20,,,,pending,24628,medium
RL00291,R003,,DK,accounting,other,2024-08-13,2024-08-16,,2024-08-23,lost,26042,medium
RL00292,R002,C00031,DK,payroll,retail,2024-08-17,2024-08-20,2024-08-25,2024-09-10,booked,3084,medium
RL00293,R003,C00264,DK,audit,professional_services,2024-08-05,2024-08-07,2024-08-16,2024-09-05,booked,9450,high
RL00294,R002,,DK,audit,professional_services,2024-08-18,,,,pending,26918,medium
RL00295,R003,,DK,,,2024-08-12,,,,lost,0,
RL00296,R003,,DK,,,2024-08-01,,,,lost,0,
RL00297,R002,C00313,DK,audit,professional_services,2024-08-27,2024-08-28,2024-09-02,2024-09-26,booked,26582,low
RL00298,R001,C00585,DK,tax_advisory,professional_services,2024-08-10,2024-08-13,2024-08-20,2024-09-03,booked,19171,medium
RL00299,R002,C00493,DK,tax_advisory,tech,2024-08-08,2024-08-10,2024-08-20,2024-08-31,booked,39997,medium
RL00300,R003,C00650,DK,accounting,hospitality,2024-08-18,2024-08-21,2024-08-28,2024-09-17,booked,25923,low
RL00301,R004,C00403,DK,accounting,tech,2024-09-28,2024-09-29,2024-10-02,2024-10-16,booked,21569,high
RL00302,R001,,DK,bookkeeping,professional_services,2024-09-07,2024-09-08,,,matching,3307,medium
RL00303,R004,,DK,bookkeeping,other,2024-09-04,,,,pending,25999,low
RL00304,R002,,DK,audit,other,2024-09-12,2024-09-14,,,matching,6398,high
RL00305,R002,C00350,DK,payroll,other,2024-09-18,2024-09-19,2024-09-23,2024-10-15,booked,27056,medium
RL00306,R002,,DK,audit,professional_services,2024-09-08,2024-09-09,,2024-09-22,lost,44797,medium
RL00307,R002,C00482,DK,bookkeeping,tech,2024-09-03,2024-09-06,2024-09-11,2024-10-04,booked,11883,medium
RL00308,R003,,DK,audit,other,2024-09-10,2024-09-11,,,matching,18027,low
RL00309,R001,,DK,accounting,hospitality,2024-09-23,,,,pending,23857,low
RL00310,R004,C00407,DK,audit,hospitality,2024-09-04,2024-09-05,2024-09-09,2024-09-15,booked,42592,low
RL00311,R003,,DK,bookkeeping,professional_services,2024-09-06,2024-09-07,,2024-09-22,lost,37819,low
RL00312,R004,C00683,DK,payroll,professional_services,2024-09-09,2024-09-10,2024-09-14,2024-10-09,booked,16499,low
RL00313,R001,,DK,tax_advisory,tech,2024-09-16,2024-09-17,,2024-09-24,lost,4395,medium
RL00314,R001,C00347,DK,payroll,professional_services,2024-09-15,2024-09-16,2024-09-18,2024-10-01,booked,26528,medium
RL00315,R001,C00694,DK,tax_advisory,professional_services,2024-09-12,2024-09-14,2024-09-17,2024-09-23,booked,40490,low
RL00316,R004,,DK,,,2024-10-19,,,,lost,0,
RL00317,R003,,DK,audit,professional_services,2024-10-03,2024-10-04,,2024-10-18,lost,38170,medium
RL00318,R001,,DK,accounting,other,2024-10-03,2024-10-06,,,matching,20462,medium
RL00319,R001,,DK,audit,retail,2024-10-09,2024-10-11,,,negotiating,16621,medium
RL00320,R002,C00003,DK,accounting,other,2024-10-13,2024-10-16,2024-10-25,2024-11-01,booked,9571,low
RL00321,R002,C00066,DK,accounting,hospitality,2024-10-17,2024-10-18,2024-10-21,2024-11-13,booked,20349,low
RL00322,R002,,DK,accounting,tech,2024-10-02,2024-10-04,,2024-10-09,lost,8258,medium
RL00323,R004,,DK,,,2024-10-13,,,,lost,0,
RL00324,R001,C00658,DK,tax_advisory,professional_services,2024-10-18,2024-10-20,2024-10-25,2024-11-10,booked,9682,low
RL00325,R002,C00520,DK,accounting,retail,2024-10-12,2024-10-15,2024-10-18,2024-11-05,booked,8570,medium
RL00326,R003,C00598,DK,bookkeeping,retail,2024-10-25,2024-10-27,2024-11-03,2024-11-08,booked,27627,medium
RL00327,R002,,DK,accounting,other,2024-10-18,2024-10-19,,2024-11-02,lost,10567,low
RL00328,R001,C00604,DK,audit,tech,2024-10-02,2024-10-05,2024-10-07,2024-10-29,booked,31411,high
RL00329,R002,C00406,DK,bookkeeping,professional_services,2024-10-12,2024-10-13,2024-10-15,2024-11-08,booked,25061,high
RL00330,R002,,DK,payroll,other,2024-10-02,2024-10-03,,2024-10-11,lost,23679,medium
RL00331,R004,,DK,audit,hospitality,2024-11-16,2024-11-17,,,negotiating,19585,medium
RL00332,R001,C00234,DK,tax_advisory,hospitality,2024-11-10,2024-11-13,2024-11-17,2024-12-07,booked,21791,medium
RL00333,R004,,DK,accounting,hospitality,2024-11-09,2024-11-11,,2024-11-21,lost,34176,medium
RL00334,R004,,DK,bookkeeping,retail,2024-11-25,,,,pending,39243,medium
RL00335,R002,C00409,DK,accounting,other,2024-11-15,2024-11-18,2024-11-22,2024-11-30,booked,28596,low
RL00336,R003,,DK,accounting,other,2024-11-17,2024-11-20,,2024-12-01,lost,24905,medium
RL00337,R004,,DK,payroll,retail,2024-11-08,2024-11-11,,,negotiating,42057,high
RL00338,R003,,DK,payroll,retail,2024-11-06,2024-11-09,,,matching,4289,medium
RL00339,R003,C00058,DK,bookkeeping,retail,2024-11-13,2024-11-16,2024-11-25,2024-12-18,booked,36056,high
RL00340,R001,C00700,DK,tax_advisory,hospitality,2024-11-21,2024-11-22,2024-12-02,2024-12-08,booked,24925,medium
RL00341,R003,,DK,payroll,other,2024-11-19,2024-11-22,,,negotiating,7057,low
RL00342,R003,,DK,accounting,retail,2024-11-04,2024-11-07,,2024-11-22,lost,6038,high
RL00343,R002,C00701,DK,tax_advisory,other,2024-11-26,2024-11-28,2024-11-30,2024-12-14,booked,13426,medium
RL00344,R002,C00604,DK,audit,hospitality,2024-11-01,2024-11-04,2024-11-06,2024-11-27,booked,14437,low
RL00345,R004,C00539,DK,tax_advisory,hospitality,2024-11-06,2024-11-09,2024-11-16,2024-12-03,booked,27167,medium
RL00346,R003,C00384,DK,tax_advisory,tech,2024-12-14,2024-12-16,2024-12-23,2025-01-13,booked,27887,low
RL00347,R001,C00009,DK,payroll,professional_services,2024-12-02,2024-12-04,2024-12-14,2024-12-28,booked,9007,medium
RL00348,R003,,DK,accounting,retail,2024-12-03,2024-12-06,,2024-12-14,lost,15855,medium
RL00349,R004,,DK,,,2024-12-04,,,,lost,0,
RL00350,R001,,DK,audit,other,2024-12-24,2024-12-26,,2025-01-07,lost,18827,medium
RL00351,R003,,DK,bookkeeping,hospitality,2024-12-23,2024-12-25,,2025-01-01,lost,10976,medium
RL00352,R002,C00057,DK,audit,retail,2024-12-19,2024-12-21,2024-12-28,2025-01-21,booked,26910,high
RL00353,R001,C00310,DK,bookkeeping,professional_services,2024-12-16,2024-12-18,2024-12-25,2025-01-02,booked,37689,high
RL00354,R003,C00377,DK,tax_advisory,professional_services,2024-12-27,2024-12-28,2024-12-31,2025-01-12,booked,41265,low
RL00355,R002,C00559,DK,tax_advisory,retail,2024-12-10,2024-12-11,2024-12-15,2025-01-05,booked,17294,low
RL00356,R004,C00194,DK,bookkeeping,hospitality,2024-12-02,2024-12-03,2024-12-12,2024-12-24,booked,42378,low
RL00357,R001,C00450,DK,payroll,tech,2024-12-25,2024-12-27,2025-01-06,2025-01-23,booked,37152,medium
RL00358,R003,,DK,bookkeeping,tech,2024-12-21,2024-12-23,,,matching,9244,low
RL00359,R004,,DK,accounting,retail,2024-12-15,2024-12-17,,,negotiating,30925,medium
RL00360,R002,,DK,payroll,hospitality,2024-12-10,2024-12-11,,,negotiating,40053,medium
RL00361,R008,,NO,accounting,professional_services,2023-01-20,,,,pending,18570,low
RL00362,R008,C01038,NO,bookkeeping,retail,2023-01-12,2023-01-15,2023-01-20,2023-01-31,booked,37999,medium
RL00363,R006,,NO,accounting,retail,2023-01-25,2023-01-27,,,negotiating,10098,medium
RL00364,R008,,NO,accounting,professional_services,2023-01-24,2023-01-25,,2023-02-09,lost,28350,medium
RL00365,R007,,NO,audit,tech,2023-01-24,2023-01-26,,,negotiating,7691,high
RL00366,R005,,NO,tax_advisory,other,2023-01-26,2023-01-27,,2023-02-09,lost,8638,high
RL00367,R007,,NO,tax_advisory,professional_services,2023-01-18,2023-01-21,,,matching,37268,medium
RL00368,R007,,NO,bookkeeping,other,2023-01-14,2023-01-16,,,negotiating,33260,medium
RL00369,R005,,NO,bookkeeping,hospitality,2023-01-15,2023-01-16,,2023-01-31,lost,36611,high
RL00370,R006,,NO,bookkeeping,hospitality,2023-01-11,2023-01-13,,2023-01-28,lost,25771,medium
RL00371,R008,C01041,NO,audit,other,2023-01-10,2023-01-11,2023-01-15,2023-01-29,booked,23050,high
RL00372,R005,,NO,tax_advisory,hospitality,2023-01-09,2023-01-10,,,negotiating,35188,medium
RL00373,R006,,NO,accounting,professional_services,2023-01-09,2023-01-11,,2023-01-24,lost,34650,high
RL00374,R008,C00876,NO,audit,other,2023-01-11,2023-01-14,2023-01-17,2023-02-04,booked,10534,medium
RL00375,R005,,NO,bookkeeping,retail,2023-01-19,2023-01-21,,2023-01-27,lost,40646,medium
RL00376,R005,C00818,NO,bookkeeping,other,2023-02-01,2023-02-02,2023-02-10,2023-02-23,booked,12765,high
RL00377,R005,C00960,NO,payroll,tech,2023-02-01,2023-02-04,2023-02-07,2023-03-04,booked,39921,medium
RL00378,R007,C00982,NO,accounting,hospitality,2023-02-16,2023-02-17,2023-02-26,2023-03-13,booked,28670,low
RL00379,R008,C00857,NO,audit,tech,2023-02-21,2023-02-24,2023-02-26,2023-03-04,booked,30530,medium
RL00380,R005,C00879,NO,tax_advisory,hospitality,2023-02-15,2023-02-18,2023-02-25,2023-03-16,booked,13003,medium
RL00381,R006,C01073,NO,bookkeeping,other,2023-02-05,2023-02-06,2023-02-13,2023-03-05,booked,34840,medium
RL00382,R007,C00977,NO,bookkeeping,retail,2023-02-17,2023-02-20,2023-03-02,2023-03-21,booked,38972,medium
RL00383,R005,C00948,NO,bookkeeping,other,2023-02-27,2023-03-02,2023-03-06,2023-03-13,booked,10096,low
RL00384,R008,,NO,payroll,tech,2023-02-15,2023-02-18,,,matching,8469,medium
RL00385,R005,C00905,NO,audit,retail,2023-02-26,2023-03-01,2023-03-07,2023-03-21,booked,32870,low
RL00386,R005,C00976,NO,accounting,tech,2023-02-09,2023-02-12,2023-02-22,2023-03-14,booked,16272,low
RL00387,R005,C00906,NO,bookkeeping,retail,2023-02-08,2023-02-11,2023-02-13,2023-02-21,booked,19548,medium
RL00388,R006,C00816,NO,payroll,professional_services,2023-02-08,2023-02-09,2023-02-18,2023-03-03,booked,21701,medium
RL00389,R006,C01100,NO,tax_advisory,professional_services,2023-02-25,2023-02-28,2023-03-10,2023-03-23,booked,10678,medium
RL00390,R005,C00840,NO,payroll,professional_services,2023-02-01,2023-02-04,2023-02-14,2023-02-20,booked,32632,medium
RL00391,R008,,NO,tax_advisory,tech,2023-03-04,2023-03-05,,2023-03-18,lost,44277,medium
RL00392,R007,C00872,NO,payroll,retail,2023-03-25,2023-03-28,2023-03-31,2023-04-14,booked,22542,medium
RL00393,R005,,NO,tax_advisory,professional_services,2023-03-12,2023-03-15,,,matching,3501,high
RL00394,R006,,NO,payroll,other,2023-03-01,2023-03-04,,2023-03-13,lost,41719,medium
RL00395,R007,C00967,NO,payroll,retail,2023-03-15,2023-03-16,2023-03-21,2023-04-05,booked,27794,medium
RL00396,R005,C00945,NO,accounting,tech,2023-03-09,2023-03-12,2023-03-21,2023-04-04,booked,16928,low
RL00397,R008,,NO,tax_advisory,retail,2023-03-18,2023-03-21,,2023-04-03,lost,30381,low
RL00398,R007,,NO,audit,tech,2023-03-27,,,,pending,31725,low
RL00399,R005,C00940,NO,audit,hospitality,2023-03-21,2023-03-23,2023-04-01,2023-04-12,booked,44266,low
RL00400,R005,,NO,accounting,retail,2023-03-01,,,,pending,24478,high
RL00401,R008,C01086,NO,audit,professional_services,2023-03-22,2023-03-25,2023-03-30,2023-04-13,booked,39792,medium
RL00402,R006,C01033,NO,bookkeeping,retail,2023-03-03,2023-03-06,2023-03-12,2023-03-29,booked,27906,low
RL00403,R006,,NO,accounting,tech,2023-03-13,,,,pending,11885,low
RL00404,R006,,NO,bookkeeping,tech,2023-03-04,,,,pending,18441,low
RL00405,R007,C01026,NO,tax_advisory,retail,2023-03-19,2023-03-20,2023-03-27,2023-04-12,booked,26739,high
RL00406,R007,,NO,payroll,other,2023-04-26,2023-04-28,,2023-05-08,lost,5723,medium
RL00407,R006,C00838,NO,bookkeeping,hospitality,2023-04-02,2023-04-05,2023-04-08,2023-04-23,booked,31195,medium
RL00408,R008,C00872,NO,tax_advisory,tech,2023-04-08,2023-04-11,2023-04-18,2023-04-25,booked,24020,medium
RL00409,R006,,NO,audit,hospitality,2023-04-09,2023-04-11,,,matching,21070,medium
RL00410,R005,,NO,payroll,hospitality,2023-04-04,2023-04-06,,,negotiating,17497,high
RL00411,R005,,NO,bookkeeping,hospitality,2023-04-13,2023-04-15,,2023-04-25,lost,44329,medium
RL00412,R007,,NO,tax_advisory,retail,2023-04-16,2023-04-19,,,negotiating,32731,medium
RL00413,R005,C01077,NO,accounting,retail,2023-04-20,2023-04-22,2023-04-24,2023-05-10,booked,38161,low
RL00414,R007,,NO,payroll,other,2023-04-06,2023-04-07,,2023-04-12,lost,5863,low
RL00415,R005,,NO,payroll,retail,2023-04-15,2023-04-18,,2023-04-23,lost,35366,high
RL00416,R007,,NO,audit,professional_services,2023-04-18,2023-04-19,,2023-05-01,lost,33730,low
RL00417,R006,C01064,NO,accounting,retail,2023-04-06,2023-04-07,2023-04-17,2023-05-04,booked,5466,medium
RL00418,R008,,NO,tax_advisory,retail,2023-04-21,2023-04-22,,,negotiating,32535,low
RL00419,R008,,NO,tax_advisory,other,2023-04-23,,,,pending,31938,medium
RL00420,R005,C00979,NO,payroll,retail,2023-04-25,2023-04-27,2023-04-30,2023-05-09,booked,14073,medium
RL00421,R006,,NO,payroll,retail,2023-05-03,,,,pending,43749,low
RL00422,R006,C01023,NO,audit,hospitality,2023-05-10,2023-05-11,2023-05-14,2023-06-03,booked,12292,high
RL00423,R007,,NO,accounting,other,2023-05-09,,,,pending,20167,low
RL00424,R006,C00885,NO,audit,hospitality,2023-05-18,2023-05-19,2023-05-29,2023-06-03,booked,5628,medium
RL00425,R007,,NO,accounting,tech,2023-05-22,2023-05-23,,,matching,23263,medium
RL00426,R007,C01102,NO,audit,tech,2023-05-18,2023-05-19,2023-05-28,2023-06-12,booked,10130,high
RL00427,R008,C01056,NO,audit,other,2023-05-24,2023-05-25,2023-06-02,2023-06-15,booked,38725,medium
RL00428,R006,,NO,payroll,professional_services,2023-05-20,2023-05-22,,,matching,36406,low
RL00429,R008,C00896,NO,audit,tech,2023-05-11,2023-05-14,2023-05-23,2023-06-01,booked,32256,low
RL00430,R008,,NO,accounting,hospitality,2023-05-15,2023-05-18,,,negotiating,39489,medium
RL00431,R006,,NO,tax_advisory,retail,2023-05-20,2023-05-23,,,matching,27857,low
RL00432,R007,C01039,NO,tax_advisory,tech,2023-05-06,2023-05-08,2023-05-14,2023-05-31,booked,13762,low
RL00433,R006,,NO,audit,other,2023-05-26,2023-05-29,,,negotiating,15810,high
RL00434,R008,C00871,NO,payroll,tech,2023-05-23,2023-05-26,2023-06-03,2023-06-14,booked,34611,low
RL00435,R006,,NO,accounting,professional_services,2023-05-07,2023-05-09,,2023-05-23,lost,43678,medium
RL00436,R007,C01019,NO,bookkeeping,other,2023-06-14,2023-06-17,2023-06-25,2023-07-18,booked,29339,medium
RL00437,R007,C00943,NO,bookkeeping,tech,2023-06-22,2023-06-25,2023-06-27,2023-07-21,booked,39758,medium
RL00438,R005,,NO,accounting,other,2023-06-26,2023-06-29,,2023-07-08,lost,6417,medium
RL00439,R006,,NO,audit,professional_services,2023-06-02,2023-06-05,,,matching,31024,medium
RL00440,R007,C00833,NO,bookkeeping,other,2023-06-21,2023-06-24,2023-07-01,2023-07-20,booked,23908,high
RL00441,R006,,NO,accounting,other,2023-06-05,2023-06-08,,,matching,5269,medium
RL00442,R005,,NO,tax_advisory,professional_services,2023-06-27,2023-06-29,,,negotiating,8213,medium
RL00443,R005,C01064,NO,audit,other,2023-06-15,2023-06-18,2023-06-21,2023-06-30,booked,17403,medium
RL00444,R007,,NO,accounting,tech,2023-06-09,2023-06-10,,2023-06-21,lost,4172,medium
RL00445,R007,C00816,NO,tax_advisory,tech,2023-06-11,2023-06-14,2023-06-17,2023-07-11,booked,14778,medium
RL00446,R007,,NO,audit,hospitality,2023-06-25,2023-06-27,,2023-07-05,lost,16304,low
RL00447,R008,C00963,NO,accounting,other,2023-06-18,2023-06-20,2023-06-28,2023-07-15,booked,16852,medium
RL00448,R005,C00939,NO,accounting,other,2023-06-12,2023-06-14,2023-06-24,2023-07-03,booked,10074,low
RL00449,R005,,NO,audit,tech,2023-06-22,2023-06-23,,2023-07-04,lost,41562,low
RL00450,R006,C00979,NO,audit,professional_services,2023-06-15,2023-06-18,2023-06-21,2023-07-01,booked,26688,medium
RL00451,R006,C01034,NO,payroll,professional_services,2023-07-20,2023-07-21,2023-07-25,2023-08-15,booked,34202,medium
RL00452,R007,C00990,NO,payroll,hospitality,2023-07-16,2023-07-18,2023-07-27,2023-08-10,booked,4740,high
RL00453,R006,C01072,NO,bookkeeping,other,2023-07-03,2023-07-05,2023-07-11,2023-08-02,booked,5567,medium
RL00454,R005,C01081,NO,tax_advisory,tech,2023-07-07,2023-07-09,2023-07-16,2023-08-05,booked,5922,high
RL00455,R008,C01014,NO,bookkeeping,retail,2023-07-18,2023-07-19,2023-07-25,2023-08-05,booked,23707,low
RL00456,R007,,NO,audit,other,2023-07-05,2023-07-08,,2023-07-15,lost,44974,medium
RL00457,R006,,NO,audit,retail,2023-07-25,2023-07-26,,,matching,43544,low
RL00458,R007,C00894,NO,bookkeeping,other,2023-07-16,2023-07-19,2023-07-25,2023-08-19,booked,30400,medium
RL00459,R005,,NO,payroll,retail,2023-07-19,2023-07-21,,2023-07-31,lost,41732,medium
RL00460,R006,C01189,NO,accounting,tech,2023-07-15,2023-07-18,2023-07-21,2023-08-07,booked,27503,medium
RL00461,R007,,NO,bookkeeping,retail,2023-07-13,2023-07-15,,,negotiating,22521,high
RL00462,R005,C01013,NO,audit,retail,2023-07-13,2023-07-14,2023-07-16,2023-07-26,booked,8840,medium
RL00463,R006,C00934,NO,payroll,other,2023-07-26,2023-07-27,2023-07-29,2023-08-07,booked,9087,medium
RL00464,R006,C01052,NO,audit,professional_services,2023-07-23,2023-07-24,2023-07-31,2023-08-15,booked,14886,medium
RL00465,R006,,NO,bookkeeping,retail,2023-07-10,2023-07-11,,,negotiating,14349,high
RL00466,R005,C00853,NO,payroll,tech,2023-08-02,2023-08-04,2023-08-11,2023-08-17,booked,26715,medium
RL00467,R007,,NO,payroll,professional_services,2023-08-24,2023-08-27,,,matching,12176,medium
RL00468,R008,C01015,NO,accounting,other,2023-08-18,2023-08-20,2023-08-25,2023-09-02,booked,10156,medium
RL00469,R008,C00882,NO,accounting,tech,2023-08-09,2023-08-12,2023-08-16,2023-08-21,booked,23134,medium
RL00470,R007,C00956,NO,tax_advisory,tech,2023-08-24,2023-08-25,2023-08-27,2023-09-04,booked,24839,medium
RL00471,R006,,NO,audit,retail,2023-08-16,2023-08-19,,,matching,26016,medium
RL00472,R008,C01115,NO,tax_advisory,professional_services,2023-08-05,2023-08-07,2023-08-12,2023-08-21,booked,24710,low
RL00473,R008,,NO,accounting,retail,2023-08-19,2023-08-22,,,negotiating,36601,high
RL00474,R007,,NO,payroll,hospitality,2023-08-26,2023-08-27,,,negotiating,41138,medium
RL00475,R007,,NO,tax_advisory,tech,2023-08-08,2023-08-09,,,matching,41407,high
RL00476,R006,C01213,NO,payroll,tech,2023-08-16,2023-08-19,2023-08-24,2023-09-15,booked,34803,low
RL00477,R008,C00827,NO,audit,other,2023-08-21,2023-08-22,2023-09-01,2023-09-22,booked,6907,medium
RL00478,R007,,NO,payroll,professional_services,2023-08-14,2023-08-16,,2023-08-25,lost,10518,medium
RL00479,R008,C01162,NO,tax_advisory,professional_services,2023-08-13,2023-08-15,2023-08-20,2023-09-01,booked,40192,low
RL00480,R008,C01201,NO,payroll,other,2023-08-20,2023-08-21,2023-08-28,2023-09-14,booked,7371,medium
