lead_id,customer_id,country,service_type,lead_date,assigned_at,converted_at,lead_status,lead_source
L00352,C00026,DK,accounting,2024-04-11,2024-04-12,2024-04-17,converted,organic
L00353,C00178,DK,payroll,2024-05-28,2024-05-31,2024-06-06,converted,organic
L00354,C00219,DK,audit,2024-05-18,2024-05-23,,lost,paid
L00355,C00150,DK,payroll,2024-05-11,2024-05-11,,lost,organic
L00356,C00162,DK,audit,2024-05-24,2024-05-24,2024-05-28,converted,paid
L00357,C00041,DK,audit,2024-05-08,2024-05-09,,pending,referral
L00358,C00359,DK,tax_advisory,2024-05-22,2024-05-22,2024-06-15,converted,paid
L00359,C00347,DK,bookkeeping,2024-05-19,2024-05-23,2024-06-07,converted,referral
L00360,C00459,DK,payroll,2024-05-13,2024-05-13,,lost,organic
L00361,C00203,DK,audit,2024-05-10,2024-05-10,,pending,partner
L00362,C00201,DK,audit,2024-05-08,2024-05-09,2024-05-17,converted,paid
L00363,C00462,DK,audit,2024-05-09,,,unassigned,referral
L00364,C00431,DK,audit,2024-05-28,2024-05-28,2024-06-05,converted,referral
L00365,C00009,DK,bookkeeping,2024-05-03,2024-05-04,2024-05-25,converted,partner
L00366,C00306,DK,tax_advisory,2024-05-25,2024-05-25,2024-06-01,converted,organic
L00367,C00269,DK,tax_advisory,2024-05-12,2024-05-13,,pending,partner
L00368,C00382,DK,bookkeeping,2024-05-10,2024-05-10,,lost,paid
L00369,C00193,DK,bookkeeping,2024-05-16,2024-05-21,2024-05-25,converted,referral
L00370,C00122,DK,bookkeeping,2024-05-08,2024-05-13,2024-05-17,converted,referral
L00371,C00349,DK,tax_advisory,2024-05-28,,,unassigned,partner
L00372,C00312,DK,bookkeeping,2024-05-06,2024-05-06,,pending,paid
L00373,C00002,DK,accounting,2024-05-09,,,unassigned,partner
L00374,C00209,DK,audit,2024-05-01,2024-05-02,,pending,organic
L00375,C00269,DK,tax_advisory,2024-06-19,2024-06-20,,lost,partner
L00376,C00604,DK,accounting,2024-06-24,2024-06-24,2024-07-17,converted,partner
L00377,C00332,DK,audit,2024-06-07,2024-06-07,2024-06-25,converted,partner
L00378,C00478,DK,payroll,2024-06-19,2024-06-20,2024-06-24,converted,referral
L00379,C00312,DK,tax_advisory,2024-06-26,2024-06-26,,pending,organic
L00380,C00538,DK,accounting,2024-06-25,2024-06-26,,lost,referral
L00381,C00119,DK,accounting,2024-06-15,2024-06-16,2024-06-30,converted,paid
L00382,C00427,DK,audit,2024-06-22,2024-06-22,2024-07-04,converted,organic
L00383,C00347,DK,tax_advisory,2024-06-21,2024-06-21,2024-07-08,converted,paid
L00384,C00001,DK,tax_advisory,2024-06-15,2024-06-15,,pending,partner
L00385,C00183,DK,bookkeeping,2024-06-28,2024-06-29,,pending,organic
L00386,C00478,DK,accounting,2024-06-26,2024-06-27,2024-07-11,converted,partner
L00387,C00573,DK,tax_advisory,2024-06-07,2024-06-07,,lost,referral
L00388,C00301,DK,bookkeeping,2024-06-03,2024-06-03,2024-06-08,converted,referral
L00389,C00497,DK,tax_advisory,2024-06-09,2024-06-09,2024-07-01,converted,partner
L00390,C00505,DK,bookkeeping,2024-06-03,2024-06-03,2024-06-19,converted,organic
L00391,C00531,DK,payroll,2024-06-13,2024-06-13,2024-06-20,converted,partner
L00392,C00463,DK,accounting,2024-06-02,2024-06-04,,lost,paid
L00393,C00253,DK,audit,2024-06-02,,,unassigned,organic
L00394,C00476,DK,payroll,2024-06-20,2024-06-21,2024-07-07,converted,organic
L00395,C00468,DK,audit,2024-06-18,,,unassigned,paid
L00396,C00439,DK,payroll,2024-06-16,2024-06-16,,pending,paid
L00397,C00235,DK,tax_advisory,2024-07-17,,,unassigned,partner
L00398,C00385,DK,accounting,2024-07-21,2024-07-22,,lost,organic
L00399,C00348,DK,tax_advisory,2024-07-13,2024-07-19,,lost,referral
L00400,C00089,DK,accounting,2024-07-02,2024-07-04,2024-07-07,converted,paid
L00401,C00400,DK,payroll,2024-07-25,2024-07-27,2024-08-04,converted,paid
L00402,C00322,DK,accounting,2024-07-28,2024-07-28,,pending,organic
L00403,C00564,DK,accounting,2024-07-04,2024-07-04,,lost,referral
L00404,C00111,DK,accounting,2024-07-19,2024-07-20,2024-08-10,converted,referral
L00405,C00085,DK,accounting,2024-07-15,2024-07-16,,pending,organic
L00406,C00434,DK,tax_advisory,2024-07-10,2024-07-10,2024-07-15,converted,paid
L00407,C00358,DK,accounting,2024-07-18,2024-07-21,,lost,referral
L00408,C00646,DK,audit,2024-07-09,2024-07-10,2024-07-29,converted,organic
L00409,C00504,DK,accounting,2024-07-14,2024-07-14,2024-07-19,converted,paid
L00410,C00610,DK,audit,2024-07-27,2024-07-28,,pending,partner
L00411,C00266,DK,tax_advisory,2024-07-11,2024-07-14,2024-08-08,converted,organic
L00412,C00272,DK,payroll,2024-07-28,2024-07-28,2024-08-10,converted,organic
L00413,C00341,DK,accounting,2024-07-11,2024-07-12,2024-08-03,converted,paid
L00414,C00679,DK,tax_advisory,2024-07-10,2024-07-14,,pending,referral
L00415,C00221,DK,accounting,2024-07-07,2024-07-08,2024-07-16,converted,referral
L00416,C00329,DK,bookkeeping,2024-07-21,,,unassigned,referral
L00417,C00006,DK,tax_advisory,2024-07-16,2024-07-16,2024-07-23,converted,organic
L00418,C00631,DK,tax_advisory,2024-07-13,2024-07-16,,lost,organic
L00419,C00426,DK,audit,2024-08-08,2024-08-14,2024-08-29,converted,referral
L00420,C00582,DK,audit,2024-08-25,2024-08-25,,pending,organic
L00421,C00679,DK,bookkeeping,2024-08-21,2024-08-27,2024-09-12,converted,organic
L00422,C00421,DK,bookkeeping,2024-08-21,2024-08-26,2024-09-01,converted,partner
L00423,C00249,DK,bookkeeping,2024-08-28,,,unassigned,partner
L00424,C00467,DK,audit,2024-08-24,2024-08-25,2024-09-08,converted,organic
L00425,C00357,DK,tax_advisory,2024-08-08,2024-08-09,2024-08-15,converted,partner
L00426,C00656,DK,tax_advisory,2024-08-06,2024-08-06,,pending,referral
L00427,C00389,DK,audit,2024-08-25,2024-08-25,2024-09-11,converted,partner
L00428,C00131,DK,audit,2024-08-09,2024-08-10,,pending,partner
L00429,C00310,DK,bookkeeping,2024-08-25,2024-08-26,2024-09-11,converted,partner
L00430,C00050,DK,tax_advisory,2024-08-21,,,unassigned,organic
L00431,C00308,DK,tax_advisory,2024-08-24,2024-08-26,,lost,referral
L00432,C00218,DK,payroll,2024-08-14,2024-08-15,2024-08-29,converted,paid
L00433,C00310,DK,bookkeeping,2024-08-07,2024-08-10,,lost,paid
L00434,C00160,DK,tax_advisory,2024-08-07,2024-08-08,2024-08-27,converted,referral
L00435,C00393,DK,bookkeeping,2024-08-27,2024-08-28,2024-09-21,converted,paid
L00436,C00634,DK,payroll,2024-08-22,2024-08-25,,lost,organic
L00437,C00653,DK,audit,2024-08-04,2024-08-05,,lost,organic
L00438,C00698,DK,audit,2024-08-26,2024-08-27,,pending,referral
L00439,C00090,DK,accounting,2024-08-01,2024-08-05,,pending,organic
L00440,C00549,DK,accounting,2024-08-12,,,unassigned,referral
L00441,C00619,DK,tax_advisory,2024-09-01,2024-09-02,,pending,organic
L00442,C00670,DK,payroll,2024-09-28,2024-09-28,2024-10-02,converted,organic
L00443,C00265,DK,bookkeeping,2024-09-02,2024-09-08,,pending,paid
L00444,C00240,DK,tax_advisory,2024-09-01,2024-09-06,2024-09-24,converted,organic
L00445,C00294,DK,tax_advisory,2024-09-22,2024-09-23,2024-10-14,converted,referral
L00446,C00556,DK,accounting,2024-09-21,2024-09-21,,lost,paid
L00447,C00447,DK,audit,2024-09-13,2024-09-13,2024-09-28,converted,paid
L00448,C00321,DK,tax_advisory,2024-09-23,2024-09-23,,pending,organic
L00449,C00602,DK,payroll,2024-09-24,2024-09-28,2024-10-08,converted,referral
L00450,C00195,DK,audit,2024-09-03,2024-09-04,,pending,partner
L00451,C00386,DK,bookkeeping,2024-09-05,2024-09-05,,lost,referral
L00452,C00513,DK,tax_advisory,2024-09-04,2024-09-04,,lost,organic
L00453,C00525,DK,bookkeeping,2024-09-14,,,unassigned,paid
L00454,C00569,DK,payroll,2024-09-23,,,unassigned,partner
L00455,C00305,DK,audit,2024-09-10,2024-09-11,2024-10-01,converted,partner
L00456,C00502,DK,bookkeeping,2024-09-08,2024-09-09,,lost,paid
L00457,C00668,DK,bookkeeping,2024-09-26,2024-09-27,2024-10-05,converted,partner
L00458,C00300,DK,bookkeeping,2024-09-27,2024-09-27,2024-10-05,converted,partner
L00459,C00122,DK,accounting,2024-09-23,2024-09-24,2024-10-01,converted,organic
L00460,C00124,DK,audit,2024-09-04,2024-09-05,2024-09-11,converted,referral
L00461,C00216,DK,payroll,2024-09-17,2024-09-18,2024-10-02,converted,organic
L00462,C00131,DK,audit,2024-09-24,2024-09-25,2024-10-10,converted,paid
L00463,C00487,DK,tax_advisory,2024-10-15,,,unassigned,organic
L00464,C00361,DK,tax_advisory,2024-10-06,,,unassigned,partner
L00465,C00043,DK,accounting,2024-10-12,2024-10-13,,lost,paid
L00466,C00447,DK,bookkeeping,2024-10-04,2024-10-04,2024-10-09,converted,organic
L00467,C00365,DK,payroll,2024-10-16,2024-10-16,,pending,paid
L00468,C00573,DK,tax_advisory,2024-10-14,2024-10-18,,pending,organic
L00469,C00321,DK,bookkeeping,2024-10-11,2024-10-16,2024-11-06,converted,paid
L00470,C00473,DK,accounting,2024-10-18,2024-10-19,2024-10-24,converted,paid
L00471,C00726,DK,payroll,2024-10-11,2024-10-11,2024-10-25,converted,organic
L00472,C00178,DK,bookkeeping,2024-10-02,2024-10-03,2024-10-23,converted,referral
L00473,C00209,DK,payroll,2024-10-06,2024-10-07,,pending,referral
L00474,C00448,DK,accounting,2024-10-26,2024-10-26,2024-11-01,converted,paid
L00475,C00553,DK,audit,2024-10-01,2024-10-01,,pending,referral
L00476,C00492,DK,bookkeeping,2024-10-18,2024-10-19,,lost,organic
L00477,C00046,DK,payroll,2024-10-11,2024-10-12,2024-10-19,converted,referral
L00478,C00379,DK,audit,2024-10-28,2024-10-29,2024-11-02,converted,organic
L00479,C00323,DK,audit,2024-10-22,2024-10-22,2024-11-11,converted,partner
L00480,C00078,DK,audit,2024-10-19,2024-10-20,,lost,partner
L00481,C00070,DK,accounting,2024-10-27,2024-10-27,2024-11-02,converted,partner
L00482,C00317,DK,accounting,2024-10-13,2024-10-14,,lost,paid
L00483,C00536,DK,accounting,2024-10-13,2024-10-13,2024-10-19,converted,referral
L00484,C00250,DK,audit,2024-10-23,2024-10-23,2024-11-17,converted,paid
L00485,C00509,DK,bookkeeping,2024-11-03,2024-11-04,,pending,partner
L00486,C00309,DK,tax_advisory,2024-11-09,,,unassigned,organic
L00487,C00694,DK,audit,2024-11-01,2024-11-02,2024-11-15,converted,referral
L00488,C00295,DK,audit,2024-11-16,2024-11-16,2024-12-09,converted,partner
L00489,C00404,DK,tax_advisory,2024-11-28,2024-12-01,2024-12-07,converted,paid
L00490,C00258,DK,audit,2024-11-25,2024-11-29,2024-12-09,converted,paid
L00491,C00477,DK,payroll,2024-11-02,2024-11-03,,pending,referral
L00492,C00060,DK,tax_advisory,2024-11-13,2024-11-14,,lost,partner
L00493,C00437,DK,audit,2024-11-01,2024-11-02,,pending,organic
L00494,C00017,DK,payroll,2024-11-13,2024-11-14,,lost,partner
L00495,C00143,DK,audit,2024-11-23,,,unassigned,organic
L00496,C00371,DK,tax_advisory,2024-11-02,2024-11-03,2024-11-17,converted,paid
L00497,C00268,DK,accounting,2024-11-13,2024-11-14,2024-12-02,converted,partner
L00498,C00007,DK,bookkeeping,2024-11-03,2024-11-04,,lost,paid
L00499,C00205,DK,bookkeeping,2024-11-19,2024-11-20,2024-12-09,converted,referral
L00500,C00672,DK,tax_advisory,2024-11-02,2024-11-04,2024-11-24,converted,organic
L00501,C00242,DK,payroll,2024-11-17,2024-11-18,2024-12-11,converted,organic
L00502,C00500,DK,accounting,2024-11-19,2024-11-19,,pending,organic
L00503,C00599,DK,payroll,2024-11-17,,,unassigned,paid
L00504,C00537,DK,audit,2024-11-18,2024-11-18,2024-12-10,converted,paid
L00505,C00107,DK,payroll,2024-11-04,2024-11-04,,pending,organic
L00506,C00440,DK,accounting,2024-11-15,2024-11-16,,lost,organic
L00507,C00502,DK,tax_advisory,2024-12-26,2024-12-27,,lost,organic
L00508,C00483,DK,bookkeeping,2024-12-07,2024-12-13,,pending,paid
L00509,C00752,DK,audit,2024-12-04,2024-12-04,2024-12-29,converted,referral
L00510,C00638,DK,tax_advisory,2024-12-26,2024-12-27,2025-01-09,converted,referral
L00511,C00547,DK,tax_advisory,2024-12-14,2024-12-14,2024-12-19,converted,partner
L00512,C00776,DK,audit,2024-12-14,,,unassigned,partner
L00513,C00480,DK,tax_advisory,2024-12-04,2024-12-04,,pending,referral
L00514,C00724,DK,tax_advisory,2024-12-04,2024-12-05,2024-12-25,converted,referral
L00515,C00117,DK,tax_advisory,2024-12-06,2024-12-06,2024-12-18,converted,partner
L00516,C00404,DK,accounting,2024-12-01,2024-12-02,,lost,referral
L00517,C00517,DK,audit,2024-12-10,2024-12-11,2025-01-03,converted,partner
L00518,C00713,DK,bookkeeping,2024-12-15,2024-12-16,2025-01-01,converted,partner
L00519,C00522,DK,audit,2024-12-23,2024-12-23,2024-12-29,converted,paid
L00520,C00099,DK,tax_advisory,2024-12-20,2024-12-20,,lost,partner
L00521,C00299,DK,accounting,2024-12-11,2024-12-12,2024-12-30,converted,partner
L00522,C00342,DK,accounting,2024-12-02,2024-12-02,,lost,paid
L00523,C00377,DK,accounting,2024-12-10,2024-12-11,,lost,referral
L00524,C00753,DK,tax_advisory,2024-12-11,2024-12-12,2025-01-06,converted,referral
L00525,C00078,DK,tax_advisory,2024-12-26,2024-12-27,2025-01-14,converted,partner
L00526,C00640,DK,payroll,2024-12-03,2024-12-06,,pending,paid
L00527,C00037,DK,audit,2024-12-09,2024-12-09,,pending,partner
L00528,C00476,DK,tax_advisory,2024-12-25,,,unassigned,referral
L00529,C00841,NO,accounting,2023-01-28,,,unassigned,partner
L00530,C01075,NO,tax_advisory,2023-01-07,2023-01-07,2023-01-13,converted,organic
L00531,C00808,NO,payroll,2023-01-01,2023-01-02,,lost,paid
L00532,C00854,NO,audit,2023-01-11,2023-01-11,2023-01-29,converted,paid
L00533,C00835,NO,tax_advisory,2023-01-22,2023-01-22,,lost,organic
L00534,C01005,NO,bookkeeping,2023-01-22,2023-01-27,,lost,referral
L00535,C01035,NO,payroll,2023-01-23,2023-01-24,2023-02-11,converted,referral
L00536,C01057,NO,payroll,2023-01-23,2023-01-24,2023-02-12,converted,partner
L00537,C00979,NO,audit,2023-01-12,2023-01-13,2023-02-04,converted,referral
L00538,C00842,NO,audit,2023-01-03,2023-01-09,,pending,partner
L00539,C00835,NO,audit,2023-01-14,2023-01-20,,lost,paid
L00540,C00796,NO,payroll,2023-01-26,2023-01-27,2023-02-02,converted,paid
L00541,C00999,NO,payroll,2023-01-05,2023-01-06,2023-01-21,converted,partner
L00542,C00989,NO,bookkeeping,2023-01-05,2023-01-08,2023-01-16,converted,organic
L00543,C00861,NO,bookkeeping,2023-01-21,2023-01-21,2023-02-03,converted,organic
L00544,C00938,NO,tax_advisory,2023-01-04,,,unassigned,organic
L00545,C00983,NO,accounting,2023-01-24,2023-01-25,,lost,paid
L00546,C00983,NO,audit,2023-01-07,2023-01-08,2023-01-30,converted,referral
L00547,C00818,NO,accounting,2023-01-02,2023-01-03,2023-01-28,converted,partner
L00548,C01051,NO,accounting,2023-01-26,2023-01-26,,pending,partner
L00549,C01059,NO,audit,2023-01-25,2023-01-26,,pending,referral
L00550,C01033,NO,audit,2023-01-03,2023-01-09,,pending,referral
L00551,C00819,NO,accounting,2023-02-08,2023-02-08,2023-02-16,converted,partner
L00552,C00833,NO,accounting,2023-02-19,2023-02-20,,lost,paid
L00553,C00903,NO,audit,2023-02-09,2023-02-14,2023-02-18,converted,partner
L00554,C00907,NO,accounting,2023-02-06,2023-02-07,2023-02-17,converted,paid
L00555,C00962,NO,accounting,2023-02-10,2023-02-10,,lost,partner
L00556,C00998,NO,tax_advisory,2023-02-21,2023-02-22,,pending,organic
L00557,C00929,NO,tax_advisory,2023-02-25,2023-02-26,2023-03-20,converted,paid
L00558,C00811,NO,accounting,2023-02-04,,,unassigned,referral
L00559,C00868,NO,accounting,2023-02-05,2023-02-06,2023-02-26,converted,partner
L00560,C00796,NO,audit,2023-02-03,2023-02-04,,pending,referral
L00561,C00941,NO,accounting,2023-02-08,2023-02-11,,lost,partner
L00562,C01008,NO,bookkeeping,2023-02-19,2023-02-19,,pending,organic
L00563,C00837,NO,bookkeeping,2023-02-20,2023-02-20,2023-03-10,converted,partner
L00564,C01073,NO,audit,2023-02-16,2023-02-21,2023-03-06,converted,referral
L00565,C00881,NO,audit,2023-02-06,,,unassigned,partner
L00566,C00858,NO,audit,2023-02-23,2023-02-24,,pending,organic
L00567,C00884,NO,payroll,2023-02-06,2023-02-12,,lost,organic
L00568,C01036,NO,accounting,2023-02-16,2023-02-17,2023-02-20,converted,organic
L00569,C00999,NO,tax_advisory,2023-02-05,2023-02-10,2023-03-03,converted,partner
L00570,C00933,NO,tax_advisory,2023-02-10,2023-02-11,2023-03-02,converted,organic
L00571,C01077,NO,audit,2023-02-23,2023-02-23,,lost,organic
L00572,C00948,NO,payroll,2023-02-14,2023-02-15,2023-03-03,converted,partner
L00573,C00982,NO,bookkeeping,2023-03-17,2023-03-17,2023-04-04,converted,referral
L00574,C00961,NO,audit,2023-03-18,2023-03-19,,pending,referral
L00575,C01008,NO,bookkeeping,2023-03-11,2023-03-11,2023-03-22,converted,paid
L00576,C00879,NO,tax_advisory,2023-03-01,2023-03-01,2023-03-11,converted,paid
L00577,C00940,NO,accounting,2023-03-12,2023-03-13,2023-03-16,converted,paid
L00578,C00915,NO,bookkeeping,2023-03-06,2023-03-07,,lost,organic
L00579,C01028,NO,tax_advisory,2023-03-19,2023-03-20,2023-04-03,converted,organic
L00580,C00999,NO,audit,2023-03-10,2023-03-10,2023-04-03,converted,paid
L00581,C01031,NO,audit,2023-03-05,2023-03-06,2023-03-24,converted,organic
L00582,C01042,NO,accounting,2023-03-07,2023-03-07,,lost,referral
L00583,C00960,NO,payroll,2023-03-03,2023-03-06,2023-03-17,converted,referral
L00584,C01087,NO,tax_advisory,2023-03-09,2023-03-14,,pending,referral
L00585,C00921,NO,payroll,2023-03-20,2023-03-20,,lost,paid
L00586,C01034,NO,audit,2023-03-08,2023-03-08,2023-03-27,converted,paid
L00587,C01088,NO,payroll,2023-03-18,2023-03-19,2023-04-07,converted,paid
L00588,C00894,NO,payroll,2023-03-12,2023-03-13,,pending,referral
L00589,C00857,NO,audit,2023-03-18,,,unassigned,partner
L00590,C00814,NO,audit,2023-03-06,2023-03-06,2023-03-19,converted,paid
L00591,C00920,NO,bookkeeping,2023-03-16,2023-03-17,,lost,paid
L00592,C00969,NO,payroll,2023-03-04,2023-03-04,,pending,partner
L00593,C00996,NO,accounting,2023-03-20,,,unassigned,paid
L00594,C00974,NO,accounting,2023-03-07,2023-03-07,2023-03-29,converted,referral
L00595,C01031,NO,bookkeeping,2023-04-20,2023-04-26,,lost,referral
L00596,C01096,NO,payroll,2023-04-17,,,unassigned,paid
L00597,C01041,NO,bookkeeping,2023-04-07,2023-04-10,2023-05-05,converted,organic
L00598,C00991,NO,accounting,2023-04-22,2023-04-23,2023-04-30,converted,organic
L00599,C00904,NO,tax_advisory,2023-04-23,,,unassigned,paid
L00600,C00887,NO,audit,2023-04-09,2023-04-10,2023-04-28,converted,partner
L00601,C01109,NO,accounting,2023-04-04,2023-04-05,,lost,referral
L00602,C01088,NO,bookkeeping,2023-04-25,2023-04-25,2023-05-02,converted,organic
L00603,C01024,NO,tax_advisory,2023-04-13,2023-04-14,,lost,partner
L00604,C01057,NO,bookkeeping,2023-04-15,2023-04-15,2023-05-07,converted,referral
L00605,C01144,NO,payroll,2023-04-25,2023-04-30,,pending,partner
L00606,C01068,NO,bookkeeping,2023-04-02,2023-04-05,,pending,paid
L00607,C01070,NO,accounting,2023-04-17,2023-04-18,,pending,organic
L00608,C01079,NO,tax_advisory,2023-04-19,2023-04-20,2023-05-06,converted,partner
L00609,C00795,NO,bookkeeping,2023-04-21,2023-04-22,2023-05-17,converted,organic
L00610,C01042,NO,audit,2023-04-28,2023-04-28,2023-05-10,converted,paid
L00611,C00938,NO,tax_advisory,2023-04-12,2023-04-13,2023-04-27,converted,partner
L00612,C00929,NO,payroll,2023-04-26,2023-04-27,,lost,referral
L00613,C01096,NO,payroll,2023-04-04,2023-04-05,2023-04-23,converted,referral
L00614,C00874,NO,audit,2023-04-15,2023-04-18,,lost,partner
L00615,C00951,NO,tax_advisory,2023-04-28,2023-04-28,,pending,paid
L00616,C00871,NO,audit,2023-04-02,2023-04-07,2023-04-10,converted,partner
L00617,C00966,NO,accounting,2023-05-05,2023-05-05,2023-05-23,converted,organic
L00618,C00982,NO,payroll,2023-05-01,2023-05-01,2023-05-15,converted,partner
L00619,C00863,NO,bookkeeping,2023-05-19,2023-05-19,,pending,partner
L00620,C00979,NO,audit,2023-05-11,,,unassigned,partner
L00621,C00956,NO,payroll,2023-05-06,2023-05-06,2023-05-12,converted,partner
L00622,C01089,NO,payroll,2023-05-09,2023-05-09,2023-05-31,converted,partner
L00623,C01091,NO,payroll,2023-05-21,2023-05-26,2023-06-10,converted,paid
L00624,C00817,NO,bookkeeping,2023-05-07,2023-05-07,2023-05-27,converted,referral
L00625,C00806,NO,bookkeeping,2023-05-19,2023-05-19,2023-06-06,converted,referral
L00626,C01015,NO,tax_advisory,2023-05-20,2023-05-20,2023-05-23,converted,referral
L00627,C01141,NO,accounting,2023-05-04,,,unassigned,paid
L00628,C01149,NO,payroll,2023-05-17,2023-05-18,2023-05-22,converted,organic
L00629,C00807,NO,audit,2023-05-03,2023-05-03,,lost,paid
L00630,C00954,NO,tax_advisory,2023-05-27,2023-05-27,2023-06-07,converted,referral
L00631,C00871,NO,payroll,2023-05-26,2023-05-27,,pending,paid
L00632,C00943,NO,accounting,2023-05-01,2023-05-01,2023-05-21,converted,partner
L00633,C00967,NO,audit,2023-05-05,2023-05-09,2023-05-13,converted,organic
L00634,C01089,NO,accounting,2023-05-18,2023-05-18,,lost,paid
L00635,C01146,NO,payroll,2023-05-21,2023-05-22,,lost,partner
L00636,C00963,NO,bookkeeping,2023-05-24,2023-05-25,,lost,organic
L00637,C00794,NO,payroll,2023-05-18,2023-05-19,,pending,paid
L00638,C00977,NO,bookkeeping,2023-05-18,2023-05-19,,pending,referral
L00639,C01114,NO,audit,2023-06-19,2023-06-20,2023-07-01,converted,organic
L00640,C00880,NO,tax_advisory,2023-06-12,2023-06-14,,lost,partner
L00641,C00969,NO,audit,2023-06-02,2023-06-03,,pending,organic
